IATA code,Lat Decimal Degrees,Long Decimal Degrees
PRV,49.426,17.405
PRY,-25.654,28.224
PSA,43.684,10.393
PSD,31.279,32.24
PSE,18.008,-66.563
PSI,25.284,63.333
PSJ,-1.417,120.657
PSO,1.396,-77.291
PSP,33.829,-116.507
PSR,42.431,14.181
PSS,-27.386,-55.971
PSX,28.727,-96.251
PSZ,-18.975,-57.821
PTG,-23.926,29.484
PTP,16.265,-61.532
PTY,9.071,-79.383
PUB,38.289,-104.496
PUD,-47.735,-65.904
PUF,43.38,-0.419
PUJ,18.567,-68.363
PUQ,-53.003,-70.855
PUS,35.179,128.938
PUU,0.505,-76.501
PUY,44.893,13.922
PUZ,14.047,-83.387
PVA,13.357,-81.358
PVD,41.724,-71.428
PVH,-8.709,-63.902
PVK,38.925,20.765
PVO,-1.041,-80.472
PVR,20.68,-105.254
PVS,64.38,-173.247
PWM,43.646,-70.309
PXM,15.877,-97.089
PXO,33.073,-16.35
PYH,5.62,-67.606
PYR,37.921,21.293
PZB,-29.649,30.399
PZH,31.358,69.463
PZO,8.288,-62.76
PZU,19.576,37.216
PZY,48.625,17.828
QAS,36.213,1.332
QCY,53.093,-0.166
QHD,49.393,8.652
QKT,50.818,3.208
QLA,51.185,-1.032
QLT,41.542,12.909
QMJ,32.002,49.271
QNX,46.295,4.796
QNJ,46.192,6.268
QPA,45.396,11.848
QPG,1.36,103.909
QPS,-21.985,-47.338
QPZ,44.913,9.723
QRO,20.624,-100.369
QSI,-3.363,37.323
QUS,12.172,6.696
QVY,60.896,26.938
QXB,43.505,5.368
QYR,48.323,4.018
RAE,30.907,41.138
RAH,29.626,43.491
RAI,14.924,-23.493
RAJ,22.309,70.779
RAK,31.607,-8.036
RAL,33.952,-117.445
RAO,-21.134,-47.774
RAR,-21.203,-159.806
RAS,37.325,49.606
RAZ,33.849,73.798
RBA,34.051,-6.751
RBM,34.85,-92.3
RBQ,-14.428,-67.501
RBR,-9.869,-67.894
RBT,2.345,37.999
RCA,44.145,-103.103
RCB,-28.741,32.092
RCH,11.526,-72.926
RCM,-33.601,150.781
RCO,45.888,-0.983
RCU,-33.086,-64.261
RDR,47.961,-97.401
RDU,35.877,-78.787
RDZ,44.408,2.482
REA,-18.466,-136.439
REC,-8.126,-34.923
REG,38.071,15.651
REL,-43.21,-65.27
REN,51.796,55.457
REP,13.411,103.813
RES,-27.45,-59.056
REU,41.147,1.167
REX,26.009,-98.228
RFP,-16.723,-151.466
RGA,-53.777,-67.749
RGH,25.261,88.796
RGI,-14.954,-147.661
RGL,-51.609,-69.313
RGN,16.907,96.133
RGT,-0.353,102.335
RHE,49.31,4.05
RHO,36.405,28.086
RIB,-11.01,-66.073
RIC,37.505,-77.319
RIG,-32.083,-52.166
RIS,45.242,141.186
RIU,38.489,-121.102
RIV,33.881,-117.259
RJA,17.109,81.818
RJH,24.437,88.616
RJK,45.217,14.57
RKE,55.586,12.131
RKT,25.613,55.939
RKV,64.13,-21.941
RLG,53.918,12.279
RME,43.234,-75.407
RMI,44.02,12.612
RML,6.822,79.886
RMS,49.438,7.601
RNB,56.267,15.265
RND,29.529,-98.279
RNE,46.058,4.001
RNN,55.063,14.759
RNO,39.498,-119.768
RNS,48.069,-1.735
RNJ,27.044,128.401
ROB,6.234,-10.362
ROC,43.119,-77.672
ROK,-23.382,150.475
ROP,14.174,145.243
ROR,7.367,134.544
ROS,-32.903,-60.784
ROT,-38.109,176.317
ROV,47.258,39.818
ROW,33.301,-104.531
RPN,32.981,35.572
RPR,21.18,81.739
RRG,-19.758,63.362
RRK,22.256,84.814
RRS,62.578,11.342
RSA,-36.588,-64.275
RSD,24.892,-76.178
RSU,34.84,127.615
RSW,26.536,-81.755
RTB,16.317,-86.522
RTG,-8.596,120.478
RTM,51.957,4.442
RUH,24.957,46.699
RUN,-20.887,55.51
RUR,-22.434,-151.361
RVA,-22.805,47.821
RVE,6.958,-71.855
RVN,66.565,25.83
RVY,-30.974,-55.476
RYK,28.385,70.28
RYN,45.628,-0.973
RYO,-51.606,-72.217
RZA,-50.016,-68.579
RZE,50.11,22.019
RZR,36.91,50.679
SAC,38.513,-121.493
SAF,35.617,-106.088
SAL,13.441,-89.056
SAN,32.733,-117.189
SAP,15.452,-87.923
SAQ,25.054,-78.049
SAT,29.534,-98.47
SAV,32.127,-81.202
SAY,43.257,11.254
SBG,5.874,95.339
SBH,17.9,-62.85
SBK,48.538,-2.854
SBO,32.608,-82.369
SBU,-29.689,17.939
SBW,2.264,111.983
SBY,38.34,-75.51
SBZ,45.786,24.091
SCC,70.195,-148.465
SCK,37.894,-121.239
SCL,-33.393,-70.786
SCN,49.214,7.109
SCQ,42.896,-8.415
SCU,19.97,-75.836
SCV,47.688,26.354
SCW,61.648,50.846
SDA,33.262,44.234
SDE,-27.766,-64.31
SDG,35.247,47.007
SDJ,38.139,140.917
SDL,62.528,17.444
SDQ,18.429,-69.669
SDR,43.427,-3.82
SDT,34.813,72.352
SDU,-22.91,-43.163
SDV,32.114,34.782
SDZ,60.432,-1.298
SEA,47.449,-122.309
SEB,26.987,14.473
SEM,32.344,-86.988
SEN,51.571,0.696
SEY,15.179,-12.207
SEZ,-4.674,55.522
SFA,34.718,10.691
SFD,7.883,-67.444
SFF,47.683,-117.322
SFG,18.1,-63.047
SFH,10.279,-68.755
SFJ,67.017,-50.689
SFN,-31.712,-60.812
SFO,37.619,-122.375
SFT,64.625,21.077
SFZ,41.921,-71.491
SGC,61.25,73.5
SGD,54.964,9.792
SGN,10.82,106.662
SGY,59.46,-135.316
SHA,31.198,121.336
SHB,43.577,144.96
SHI,24.827,125.145
SHJ,25.328,55.517
SHM,33.662,135.364
SHO,38.148,128.601
SHV,32.446,-93.826
SHW,17.467,47.121
SID,16.741,-22.949
SIF,27.159,84.98
SIG,18.457,-66.098
SII,29.369,-10.18
SIJ,66.133,-18.917
SIN,1.356,103.987
SIP,45.039,33.983
SIQ,-0.479,104.579
SIR,46.219,7.327
SIS,-27.648,22.999
SIT,57.047,-135.361
SJB,-13.053,-64.662
SJC,37.362,-121.929
SJD,23.152,-109.721
SJE,2.579,-72.639
SJI,10.766,121.932
SJJ,43.824,18.331
SJK,-23.229,-45.861
SJO,9.994,-84.209
SJP,-20.816,-49.406
SJT,31.358,-100.496
SJU,18.439,-66.002
SJZ,38.665,-28.176
SKA,47.615,-117.656
SKB,17.311,-62.719
SKD,39.701,66.985
SKE,59.185,9.567
SKF,29.384,-98.581
SKG,40.52,22.971
SKO,12.916,5.207
SKP,41.961,21.621
SKS,55.225,9.264
SKU,38.968,24.487
SKV,28.685,34.063
SKY,41.433,-82.652
SKZ,27.722,68.792
SLA,-24.856,-65.486
SLC,40.788,-111.978
SLD,48.638,19.134
SLF,20.465,45.619
SLL,17.039,54.091
SLM,40.952,-5.502
SLP,22.254,-100.931
SLU,14.02,-60.993
SLW,25.549,-100.929
SLZ,-2.589,-44.236
SMA,36.971,-25.171
SMF,38.695,-121.591
SMI,37.69,26.912
SML,23.583,-75.269
SMR,11.119,-74.231
SMS,-17.094,49.816
SMV,46.532,9.883
SNA,33.676,-117.868
SNC,-2.205,-80.989
SNE,16.588,-24.284
SNN,52.702,-8.925
SNO,17.195,104.119
SNP,57.167,-170.22
SNR,47.312,-2.149
SNU,22.492,-79.944
SNW,18.461,94.299
SOC,-7.516,110.757
SOF,42.695,23.406
SOG,61.156,7.136
SOJ,69.787,20.959
SOM,8.945,-64.151
SOQ,-0.926,131.12
SOT,67.395,26.619
SOU,50.95,-1.357
SOZ,41.924,9.406
SPB,45.773,-122.862
SPC,28.626,-17.756
SPD,25.759,88.909
SPG,27.765,-82.627
SPK,42.794,141.666
SPK,43.116,141.38
SPM,49.973,6.692
SPN,15.119,145.729
SPP,-14.658,17.72
SPS,33.989,-98.492
SPU,43.539,16.298
SPY,4.747,-6.661
SQC,0.064,111.475
SRE,-19.007,-65.289
SRG,-6.973,110.375
SRH,9.151,18.379
SRI,-0.484,117.157
SRJ,-14.857,-66.737
SRP,59.792,5.341
SRT,1.728,33.623
SSA,-12.911,-38.331
SSC,33.973,-80.473
SSE,17.628,75.935
SSG,3.755,8.709
SSJ,65.957,12.469
SSN,37.446,127.114
SSX,41.276,36.304
SSY,-6.27,14.247
SSZ,-23.925,-46.288
STA,55.99,8.354
STB,8.974,-71.943
STD,7.565,-72.035
STI,19.409,-70.616
STL,38.748,-90.36
STM,-29.711,-53.688
STN,51.885,0.235
STR,48.69,9.222
STT,18.337,-64.973
STU,-22.932,-43.719
STV,21.115,72.743
STW,45.109,42.113
STX,17.702,-64.798
STY,-31.44,-57.991
SUB,-7.38,112.787
SUF,38.906,16.242
SUI,42.858,41.128
SUJ,47.703,22.886
SUL,28.645,69.177
SUU,38.263,-121.927
SUV,-18.043,178.559
SUX,42.402,-96.384
SVB,-14.279,50.175
SVD,13.144,-61.211
SVG,58.877,5.638
SVI,2.152,-74.766
SVL,61.943,28.945
SVN,32.01,-81.146
SVO,55.972,37.415
SVP,-12.404,16.947
SVQ,37.418,-5.893
SVW,61.097,-155.574
SVX,56.741,60.804
SVZ,7.852,-72.435
SWA,23.4,116.683
SWF,41.504,-74.105
SWG,-8.489,117.412
SWS,51.605,-4.068
SXB,48.538,7.628
SXF,52.38,13.523
SXL,54.28,-8.599
SXM,18.041,-63.109
SXR,33.987,74.774
SYA,52.712,174.114
SYD,-33.946,151.177
SYR,43.111,-76.106
SYY,58.214,-6.329
SYZ,29.539,52.589
SZA,-6.141,12.372
SZG,47.793,13.004
SZK,-24.961,31.589
SZL,38.73,-93.548
SZW,53.427,11.783
SZX,22.639,113.812
SZZ,53.585,14.902
TAB,11.149,-60.832
TAC,11.227,125.028
TAE,35.894,128.659
TAF,35.542,-0.532
TAK,34.214,134.016
TAL,65.174,-152.109
TAM,22.296,-97.866
TAO,36.263,120.375
TAP,14.794,-92.37
TAR,40.516,17.402
TAS,41.257,69.282
TAT,49.073,20.241
TAW,-31.749,-55.926
TBF,-1.224,174.776
TBN,37.741,-92.141
TBP,-3.552,-80.381
TBS,41.669,44.955
TBT,-4.256,-69.936
TBU,-21.241,-175.15
TBZ,38.133,46.235
TCB,26.745,-77.391
TCC,35.183,-103.603
TCE,45.062,28.714
TCH,-2.889,10.919
TCM,47.138,-122.476
TCN,18.497,-97.42
TCO,1.814,-78.749
TCQ,-18.053,-70.276
TCS,33.237,-107.272
TCU,-29.319,26.823
TDA,5.43,-71.658
TDD,-14.819,-64.918
TDL,-37.237,-59.228
TEA,15.776,-87.476
TEB,40.85,-74.061
TED,57.069,8.705
TEE,35.431,8.121
TER,38.764,-27.093
TET,-16.105,33.64
TEU,-45.533,167.65
TFF,-3.383,-64.724
TFN,28.482,-16.341
TFS,28.044,-16.572
TGD,42.359,19.252
TGG,5.382,103.103
TGI,-9.29,-76.006
TGM,46.468,24.412
TGR,33.068,6.089
TGT,-5.092,39.071
TGU,14.061,-87.217
TGZ,16.769,-93.341
THE,-5.06,-42.823
THF,52.473,13.404
THL,20.484,99.935
THN,58.318,12.345
THR,35.689,51.313
THU,76.531,-68.703
THY,-23.079,30.383
THZ,14.876,5.265
TIA,41.415,19.721
TID,35.341,1.463
TIF,21.483,40.544
TIH,-15.119,-148.231
TIJ,32.541,-116.97
TIK,35.415,-97.386
TIM,-4.528,136.887
TIN,27.7,-8.167
TIP,32.663,13.159
TIR,13.632,79.543
TIU,-44.303,171.225
TIV,42.404,18.723
TIY,18.57,-11.423
TJA,-21.556,-64.701
TJQ,-2.746,107.755
TKA,62.32,-150.094
TKC,4.089,9.36
TKD,4.893,-1.775
TKK,7.462,151.843
TKN,27.836,128.881
TKP,-14.712,-145.253
TKS,34.133,134.606
TKU,60.514,22.263
TKX,-14.456,-145.024
TLC,19.337,-99.566
TLE,-23.383,43.728
TLH,30.396,-84.35
TLL,59.413,24.833
TLM,35.017,-1.45
TLN,43.097,6.146
TLS,43.629,1.364
TLV,32.009,34.877
TLJ,62.894,-155.976
TMB,25.648,-80.433
TME,6.451,-71.76
TML,9.563,-0.863
TMM,-18.109,49.392
TMP,61.414,23.604
TMR,22.811,5.451
TMS,0.378,6.712
TMW,-31.084,150.847
TMX,29.237,0.276
TNC,65.563,-167.922
TNE,30.547,130.95
TNF,48.752,2.106
TNG,35.727,-5.917
TNI,14.998,145.619
TNN,22.95,120.206
TNR,-18.797,47.479
TNT,25.862,-80.897
TNJ,0.922,104.532
TOE,33.94,8.111
TOJ,40.487,-3.458
TOM,16.73,-3.007
TOS,69.683,18.919
TOU,-20.791,165.259
TOX,37.132,-92.084
TOY,36.648,137.187
TPA,27.975,-82.533
TPC,-0.123,-76.337
TPE,25.08,121.232
TPP,-6.509,-76.373
TPQ,21.419,-104.843
TPS,37.913,12.488
TRB,25.986,63.03
TRB,8.074,-76.741
TRC,25.568,-103.411
TRD,63.458,10.94
TRE,56.499,-6.869
TRF,59.187,10.259
TRG,-37.672,176.196
TRK,3.326,117.566
TRN,45.201,7.649
TRR,8.539,81.181
TRS,45.828,13.466
TRU,-8.085,-79.109
TRV,8.482,76.918
TRW,1.381,173.147
TRZ,10.765,78.709
TSA,25.069,121.552
TSE,51.022,71.467
TSF,45.649,12.195
TSJ,34.285,129.33
TSL,22.038,-98.806
TSN,39.124,117.346
TSR,45.81,21.338
TST,7.509,99.616
TSV,-19.253,146.765
TTA,28.448,-11.161
TTB,39.919,9.683
TTE,0.832,127.381
TTH,17.666,54.024
TTJ,35.53,134.166
TTN,40.277,-74.813
TTT,22.757,121.093
TTU,35.594,-5.32
TUA,0.809,-77.708
TUB,-23.365,-149.524
TUC,-26.841,-65.105
TUD,13.737,-13.653
TUF,47.432,0.728
TUI,31.692,38.731
TUL,36.198,-95.888
TUN,36.851,10.227
TUO,-38.74,176.084
TUR,-3.785,-49.719
TUS,32.116,-110.941
TUU,28.365,36.619
TUV,9.089,-62.094
TWU,4.313,118.122
TXA,19.536,-98.173
TXG,24.186,120.654
TXK,33.454,-93.991
TXL,52.559,13.287
TYL,-4.576,-81.254
TYN,37.747,112.629
TYR,32.354,-95.402
TYS,35.812,-83.993
TZX,40.995,39.79
UAK,61.161,-45.427
UAM,13.584,144.93
UAQ,-31.571,-68.418
UBA,-19.765,-47.965
UBJ,33.93,131.279
UDI,-18.883,-48.226
UDR,24.617,73.913
UEL,-17.856,36.869
UEO,26.363,126.714
UET,30.251,66.938
UFA,54.557,55.874
UGN,42.422,-87.868
UGO,-7.603,15.028
UIB,5.691,-76.641
UIO,-0.141,-78.488
UIP,47.975,-4.168
ULA,-49.307,-67.802
ULC,-33.493,-70.698
ULD,-28.321,31.416
ULN,47.843,106.766
ULQ,4.088,-76.235
UME,63.792,20.282
UMR,-31.144,136.817
UND,36.665,68.911
UNK,63.888,-160.799
UPG,-5.062,119.554
UPN,19.397,-102.039
UPP,20.265,-155.86
URA,51.152,51.546
URC,43.907,87.474
URG,-29.782,-57.038
URO,49.384,1.175
URY,31.411,37.279
USH,-54.843,-68.296
USN,35.593,129.352
UTA,-18.977,32.451
UTC,52.127,5.276
UTH,17.386,102.788
UTN,-28.401,21.261
UTO,65.993,-153.704
UTP,12.68,101.005
UTT,-31.548,28.674
UTW,-31.92,26.882
UUD,51.807,107.438
UUS,46.889,142.717
UVE,-20.641,166.573
UVF,13.733,-60.953
UYL,12.054,24.955
VAA,63.051,21.761
VAD,30.968,-83.193
VAF,44.921,4.97
VAG,-21.59,-45.473
VAN,38.468,43.332
VAR,43.232,27.825
VAS,39.814,36.903
VAV,-18.585,-173.963
VBG,34.729,-120.577
VBS,45.429,10.331
VBY,57.663,18.346
VCE,45.505,12.352
VCP,-23.008,-47.134
VCV,34.593,-117.379
VDA,29.94,34.936
VDB,61.011,9.293
VDE,27.815,-17.887
VDM,-40.869,-63
VDP,9.222,-65.993
VDR,-31.941,-65.142
VDZ,61.134,-146.248
VER,19.145,-96.187
VEY,63.424,-20.279
VFA,-18.096,25.839
VGA,16.53,80.797
VGO,42.232,-8.627
VHC,-9.689,20.432
VHM,64.579,16.833
VHY,46.169,3.404
VIC,45.574,11.531
VIE,48.11,16.57
VIR,-29.771,31.058
VIT,42.883,-2.724
VIX,-20.256,-40.289
VIY,-32.897,27.279
VKO,55.591,37.261
VLC,39.489,-0.481
VLG,-37.235,-57.029
VLI,-17.699,168.32
VLL,41.706,-4.852
VLN,10.158,-67.927
VLV,9.341,-70.584
VNE,47.723,-2.718
VNS,25.452,82.859
VNX,-22.018,35.313
VOG,48.782,44.345
VOH,-13.376,50.003
VOL,39.219,22.794
VOZ,51.814,39.23
VPS,30.483,-86.525
VRA,23.034,-81.435
VRB,27.656,-80.418
VRK,62.171,27.869
VRL,41.274,-7.72
VRN,45.396,10.888
VRU,-26.982,24.729
VSA,17.997,-92.817
VST,59.589,16.634
VTB,55.167,30.133
VTE,17.988,102.563
VTU,20.988,-76.936
VUP,10.435,-73.249
VVC,4.168,-73.614
VVI,-17.645,-63.135
VVO,43.399,132.151
VVZ,26.573,8.484
VXC,-13.274,35.266
VXE,16.834,-25.057
VXO,56.929,14.728
VYD,-27.787,30.795
WAG,-39.962,175.025
WAI,-14.899,47.994
WAL,37.94,-75.466
WAP,-43.615,-71.807
WAT,52.187,-7.087
WAW,52.166,20.967
WCH,-42.933,-72.699
WEI,-12.679,141.925
WEL,-27.998,26.669
WFI,-21.441,47.112
WGA,-35.165,147.466
WGP,-9.67,120.304
WHK,-37.921,176.914
WIC,58.459,-3.093
WIL,-1.322,36.815
WJR,1.733,40.091
WKA,-44.725,169.243
WKJ,45.404,141.801
WKM,-18.63,27.021
WLG,-41.327,174.805
WLS,-13.238,-176.199
WMN,-15.437,49.688
WMR,-16.164,49.774
WMX,-4.096,138.952
WNS,26.219,68.39
WOE,51.449,4.342
WOT,23.371,119.494
WRB,32.64,-83.592
WRE,-35.768,174.365
WRI,40.016,-74.594
WRO,51.102,16.886
WSD,32.341,-106.403
WSZ,-41.738,171.581
WTD,26.686,-78.978
WTN,53.166,-0.524
WUH,30.784,114.208
WUU,7.726,27.979
WVK,-22.12,48.022
WVN,53.505,8.053
WWD,39.008,-74.908
WWK,-3.584,143.669
XAC,44.596,-1.111
XAP,-27.134,-52.656
XBJ,32.896,59.276
XBK,46.201,5.292
XCD,46.826,4.817
XFW,53.535,9.835
XGN,-16.755,14.965
XIC,27.989,102.184
XIY,34.446,108.752
XLS,16.05,-16.461
XMH,-14.437,-146.07
XMN,24.544,118.127
XMS,-2.299,-78.121
XMU,46.534,3.424
XQP,9.443,-84.13
XRY,36.744,-6.06
XSC,21.516,-71.528
XSP,1.417,103.867
XVF,45.916,4.641
YAK,59.503,-139.66
YAM,46.485,-84.509
YAO,3.835,11.524
YAP,9.499,138.082
YAV,50.056,-97.032
YAW,44.64,-63.499
YAY,51.392,-56.084
YAZ,49.082,-125.772
YBB,68.534,-89.808
YBC,49.132,-68.207
YBG,48.331,-70.996
YBK,64.299,-96.078
YBL,49.951,-125.271
YBR,49.91,-99.952
YCB,69.108,-105.138
YCD,49.052,-123.87
YCG,49.296,-117.632
YCH,47.008,-65.449
YCL,47.991,-66.331
YCO,67.817,-115.144
YCT,52.075,-111.445
YCW,49.153,-121.939
YCY,70.486,-68.517
YDA,64.043,-139.128
YDB,61.371,-139.041
YDC,49.468,-120.512
YDF,49.211,-57.391
YDL,58.422,-130.032
YDN,51.101,-100.052
YDQ,55.742,-120.182
YEC,36.632,128.355
YED,53.667,-113.467
YEG,53.31,-113.58
YEK,61.094,-94.071
YEN,49.21,-102.966
YEO,51.009,-2.639
YET,53.579,-116.465
YEU,79.995,-85.813
YEV,68.304,-133.483
YFB,63.756,-68.556
YFC,45.869,-66.532
YFO,54.678,-101.682
YFR,61.181,-113.69
YFS,61.76,-121.237
YGJ,35.492,133.236
YGK,44.225,-76.597
YGL,53.625,-77.704
YGP,48.775,-64.479
YGQ,49.778,-86.939
YGR,47.425,-61.778
YGW,55.283,-77.767
YGX,56.35,-94.7
YHB,52.817,-102.311
YHD,49.832,-92.744
YHI,70.763,-117.806
YHK,68.636,-95.85
YHM,43.173,-79.935
YHU,45.517,-73.417
YHY,60.84,-115.783
YHZ,44.881,-63.509
YIB,48.774,-91.639
YIO,72.683,-77.967
YIP,42.238,-83.53
YJN,45.294,-73.281
YJT,48.544,-58.55
YKA,50.702,-120.442
YKF,43.459,-80.384
YKL,54.805,-66.805
YKS,62.093,129.771
YKY,51.517,-109.181
YKZ,43.862,-79.37
YLD,47.82,-83.346
YLL,53.309,-110.072
YLT,82.518,-62.281
YLW,49.956,-119.378
YLJ,54.125,-108.523
YMA,63.617,-135.867
YMJ,50.33,-105.559
YMM,56.653,-111.222
YMO,51.291,-80.608
YMS,-5.894,-76.118
YMW,46.274,-75.99
YMX,45.68,-74.039
YNA,50.19,-61.789
YNB,24.144,38.063
YND,45.521,-75.564
YNG,41.261,-80.679
YNM,49.762,-77.803
YNT,37.402,121.372
YOC,67.571,-139.839
YOD,54.405,-110.279
YOJ,58.621,-117.165
YOL,9.26,12.43
YOP,26.739,83.449
YOW,45.323,-75.669
YPA,53.214,-105.673
YPE,56.227,-117.447
YPG,49.903,-98.275
YPL,51.446,-90.214
YPN,49.836,-64.289
YPQ,44.23,-78.363
YPR,54.286,-130.445
YPY,58.767,-111.117
YQA,44.975,-79.303
YQB,46.788,-71.398
YQF,52.179,-113.893
YQG,42.276,-82.956
YQH,60.118,-128.822
YQK,49.788,-94.363
YQL,49.63,-112.8
YQM,46.112,-64.679
YQQ,49.711,-124.887
YQR,50.432,-104.666
YQT,48.372,-89.324
YQU,55.18,-118.885
YQV,51.265,-102.462
YQW,52.769,-108.244
YQX,48.937,-54.568
YQY,46.161,-60.048
YQZ,53.026,-122.51
YRB,74.717,-94.969
YRI,47.764,-69.585
YRJ,48.52,-72.266
YRM,52.43,-114.904
YRT,62.811,-92.116
YSB,46.625,-80.799
YSC,45.438,-71.691
YSJ,45.316,-65.89
YSM,60.022,-111.96
YSR,72.982,-84.614
YSU,46.443,-63.831
YSY,71.994,-125.243
YTE,64.23,-76.527
YTH,55.801,-97.864
YTR,44.119,-77.528
YTS,48.57,-81.377
YTZ,43.627,-79.396
YUB,69.433,-133.026
YUL,45.468,-73.741
YUM,32.656,-114.606
YUT,66.521,-86.225
YUX,68.776,-81.244
YUY,48.206,-78.836
YVA,-11.711,43.244
YVC,55.151,-105.262
YVG,53.356,-110.824
YVM,67.546,-64.031
YVO,48.053,-77.783
YVP,58.096,-68.427
YVQ,65.282,-126.8
YVR,49.195,-123.182
YVT,55.842,-108.418
YVV,44.746,-81.107
YWA,45.952,-77.319
YWG,49.91,-97.234
YWK,52.922,-66.864
YWL,52.183,-122.054
YWY,63.209,-123.437
YXC,49.61,-115.782
YXD,53.573,-113.521
YXE,52.171,-106.7
YXH,50.019,-110.721
YXJ,56.238,-120.74
YXL,50.114,-91.904
YXP,66.145,-65.714
YXR,47.695,-79.849
YXS,53.889,-122.679
YXT,54.466,-128.577
YXU,43.036,-81.154
YXX,49.025,-122.363
YXY,60.709,-135.068
YYB,46.364,-79.423
YYC,51.114,-114.02
YYD,54.825,-127.183
YYE,58.836,-122.597
YYF,49.463,-119.602
YYG,46.29,-63.121
YYH,69.547,-93.577
YYJ,48.647,-123.426
YYL,56.864,-101.076
YYN,50.292,-107.691
YYQ,58.739,-94.065
YYR,53.319,-60.426
YYT,47.619,-52.752
YYU,49.414,-82.468
YYW,50.29,-88.91
YYY,48.609,-68.208
YYZ,43.677,-79.631
YZD,43.742,-79.466
YZE,45.885,-82.568
YZF,62.463,-114.44
YZH,55.293,-114.778
YZP,53.254,-131.814
YZR,42.999,-82.309
YZS,50.332,-115.874
YZT,50.681,-127.367
YZU,54.144,-115.787
YZV,50.223,-66.266
YZW,60.173,-132.743
YZX,44.984,-64.917
ZAD,44.108,15.347
ZAG,45.743,16.069
ZAH,29.476,60.906
ZAL,-39.65,-73.086
ZAM,6.922,122.059
ZAR,11.13,7.686
ZAZ,41.666,-1.041
ZBR,25.443,60.382
ZCA,51.483,7.899
ZCC,48.791,8.187
ZCL,22.897,-102.687
ZCN,52.591,10.022
ZCO,-38.769,-72.636
ZFA,62.208,-133.376
ZFM,67.408,-134.86
ZGC,36.517,103.622
ZIG,12.556,-16.282
ZIH,17.601,-101.46
ZLO,19.145,-104.559
ZMM,20.045,-102.276
ZND,13.779,8.984
ZNF,50.169,8.961
ZNV,50.325,7.531
ZNZ,-6.222,39.225
ZOS,-40.611,-73.06
ZQC,49.302,8.451
ZQF,49.863,6.789
ZQL,47.973,8.522
ZQN,-45.021,168.739
ZRH,47.465,8.549
ZSA,24.063,-74.524
ZSE,-21.321,55.425
ZTH,37.75,20.882
ZUD,-41.906,-73.797
ZUN,35.083,-108.792
ZVA,-19.563,45.451
ZVK,16.556,104.759
ZWA,-14.652,49.621
ZYL,24.963,91.867
ZZU,-11.445,34.012
